DATES,region,total_cases,border_cases,SUM_EVENTS,EVENT,distance,border_ev,border_region,prob_3,expected_3
1997-12,Worodougou,0,0,0,0,120.76,0,1,0.014014325755221152,0
1997-12,Yamoussoukro,0,0,0,0,291.49,0,0,0.03800813008130058,0
1997-12,Bounkani,0,0,0,0,0,0,1,0.014014325755221152,0
1997-12,Gontougo,0,0,0,0,70.437,0,1,0.014014325755221152,0
1998-01,Abidjan,0,0,0,0,435.86,0,0,0.03800813008130058,0
1998-01,Gbokle,0,0,0,0,462.565,0,0,0.03800813008130058,0
1998-01,Nawa,0,0,0,0,398.402,0,0,0.03800813008130058,0
1998-01,San-Pedro,0,0,0,0,497.054,0,0,0.03800813008130058,0
1998-01,Indenie-Djuablin,0,0,0,0,235.608,0,0,0.03800813008130058,0
1998-01,Sud Comoe,0,0,0,0,351.809,0,0,0.03800813008130058,0
1998-01,Folon,0,0,0,0,0,0,1,0.014014325755221152,0
1998-01,Kabadougou,0,0,0,0,22.642,0,1,0.014014325755221152,0
1998-01,Goh,0,0,0,0,343.46,0,0,0.03800813008130058,0
1998-01,Loh-Djiboua,0,0,0,0,382.212,0,0,0.03800813008130058,0
1998-01,Belier,0,0,0,0,226.364,0,0,0.03800813008130058,0
1998-01,Iffou,0,0,0,0,174.449,0,1,0.014014325755221152,0
1998-01,Moronou,0,0,0,0,288.923,0,0,0.03800813008130058,0
1998-01,Nzi,0,0,0,0,235.966,0,0,0.03800813008130058,0
1998-01,Agneby-Tiassa,0,0,0,0,366.188,0,0,0.03800813008130058,0
1998-01,Grands Ponts,0,0,0,0,422.537,0,0,0.03800813008130058,0
1998-01,La Me,0,0,0,0,320.907,0,0,0.03800813008130058,0
1998-01,Cavally,0,0,0,0,354.354,0,0,0.03800813008130058,0
1998-01,Guemon,0,0,0,0,269.782,0,0,0.03800813008130058,0
1998-01,Tonkpi,0,0,0,0,225.861,0,0,0.03800813008130058,0
1998-01,Haut-Sassandra,0,0,0,0,260.452,0,0,0.03800813008130058,0
1998-01,Marahoue,0,0,0,0,241.387,0,0,0.03800813008130058,0
1998-01,Bagoue,0,0,0,0,0,0,1,0.014014325755221152,0
1998-01,Poro,0,0,0,0,0,0,1,0.014014325755221152,0
1998-01,Tchologo,0,0,0,0,0,0,1,0.014014325755221152,0
1998-01,Gbeke,0,0,0,0,174.775,0,1,0.014014325755221152,0
1998-01,Hambol,0,0,0,0,52.608,0,1,0.014014325755221152,0
1998-01,Bafing,0,0,0,0,120.93,0,1,0.014014325755221152,0
1998-01,Bere,0,0,0,0,111.412,0,1,0.014014325755221152,0
1998-01,Worodougou,0,0,0,0,120.76,0,1,0.014014325755221152,0
1998-01,Yamoussoukro,0,0,0,0,291.49,0,0,0.03800813008130058,0
1998-01,Bounkani,0,0,0,0,0,0,1,0.014014325755221152,0
1998-01,Gontougo,0,0,0,0,70.437,0,1,0.014014325755221152,0
1998-02,Abidjan,0,0,0,0,435.86,0,0,0.03800813008130058,0
1998-02,Gbokle,0,0,0,0,462.565,0,0,0.03800813008130058,0
1998-02,Nawa,0,0,0,0,398.402,0,0,0.03800813008130058,0
1998-02,San-Pedro,0,0,0,0,497.054,0,0,0.03800813008130058,0
1998-02,Indenie-Djuablin,0,0,0,0,235.608,0,0,0.03800813008130058,0
1998-02,Sud Comoe,0,0,0,0,351.809,0,0,0.03800813008130058,0
1998-02,Folon,0,0,0,0,0,0,1,0.014014325755221152,0
1998-02,Kabadougou,0,0,0,0,22.642,0,1,0.014014325755221152,0
1998-02,Goh,0,0,0,0,343.46,0,0,0.03800813008130058,0
1998-02,Loh-Djiboua,0,0,0,0,382.212,0,0,0.03800813008130058,0
1998-02,Belier,0,0,0,0,226.364,0,0,0.03800813008130058,0
1998-02,Iffou,0,0,0,0,174.449,0,1,0.014014325755221152,0
1998-02,Moronou,0,0,0,0,288.923,0,0,0.03800813008130058,0
1998-02,Nzi,0,0,0,0,235.966,0,0,0.03800813008130058,0
1998-02,Agneby-Tiassa,0,0,0,0,366.188,0,0,0.03800813008130058,0
1998-02,Grands Ponts,0,0,0,0,422.537,0,0,0.03800813008130058,0
1998-02,La Me,0,0,0,0,320.907,0,0,0.03800813008130058,0
1998-02,Cavally,0,0,0,0,354.354,0,0,0.03800813008130058,0
1998-02,Guemon,0,0,0,0,269.782,0,0,0.03800813008130058,0
1998-02,Tonkpi,0,0,0,0,225.861,0,0,0.03800813008130058,0
1998-02,Haut-Sassandra,0,0,0,0,260.452,0,0,0.03800813008130058,0
1998-02,Marahoue,0,0,0,0,241.387,0,0,0.03800813008130058,0
1998-02,Bagoue,0,0,0,0,0,0,1,0.014014325755221152,0
1998-02,Poro,0,0,0,0,0,0,1,0.014014325755221152,0
1998-02,Tchologo,0,0,0,0,0,0,1,0.014014325755221152,0
1998-02,Gbeke,0,0,0,0,174.775,0,1,0.014014325755221152,0
1998-02,Hambol,0,0,0,0,52.608,0,1,0.014014325755221152,0
