Abidjan,Gbokle,Nawa,San-Pedro,Indenie-Djuablin,Sud Comoe,Folon,Kabadougou,Goh,Loh-Djiboua,Belier,Iffou,Moronou,Nzi,Agneby-Tiassa,Grands Ponts,La Me,Cavally,Guemon,Tonkpi,Haut-Sassandra,Marahoue,Bagoue,Poro,Tchologo,Gbeke,Hambol,Bafing,Bere,Worodougou,Yamoussoukro,Bounkani,Gontougo
435860,462565,398402,497054,235608,351809,0,22642,343460,382212,226364,174449,288923,235966,366188,422537,320907,354354,269782,225861,260452,241387,0,0,0,174775,52608,120930,111412,120760,291490,0,70437
